bd
Unknown Command! (H for help)
B0> bd

MESSAGE: Download initiated press ESC to quit
*B0 B1 0000001DB0 15-08-2023 15:19:54
*B0 B1 0000001DB0 15-08-2023 16:19:54
*B0 B1 0000001DB0 15-08-2023 18:19:54
*B0 B1 0000001DB0 15-08-2023 19:19:54
*B0 B1 0000001DB0 15-08-2023 20:19:54
*B0 B1 0000001DB0 15-08-2023 21:19:55
*B0 B1 0000001DB0 15-08-2023 23:19:55
*B0 B1 0000001DB0 16-08-2023 01:19:56
*B0 B1 0000001DB0 16-08-2023 02:19:56
*B0 B1 0000001DB0 16-08-2023 03:19:56
*B0 B1 0000001DB0 16-08-2023 04:19:57
*B0 B1 0000001DB0 16-08-2023 05:19:57
*B0 B1 0000001DB0 16-08-2023 06:19:57
*B0 B1 0000001DB0 16-08-2023 08:19:58
*B0 B1 0000001DB0 16-08-2023 09:19:58
*B0 B1 0000001DB0 16-08-2023 10:19:58
*B0 B1 0000001DB0 16-08-2023 11:19:58
*B0 B1 0000001DB0 16-08-2023 12:19:58
*B0 B1 0000001DB0 16-08-2023 13:19:58
*B0 B1 0000001DB0 16-08-2023 14:19:58
*B0 B1 0000001DB0 16-08-2023 15:19:59
*B0 B1 0000001DB0 16-08-2023 16:19:59
*B0 B1 0000001DB0 16-08-2023 17:19:59
*B0 B1 0000001DB0 16-08-2023 18:19:59
*B0 B1 0000001DB0 16-08-2023 19:19:59
*B0 B1 0000001DB0 16-08-2023 20:19:59
*B0 B1 0000001DB0 16-08-2023 21:19:59
*B0 B1 0000001DB0 16-08-2023 22:20:00
*B0 B1 0000001DB0 16-08-2023 23:20:00
*B0 B1 0000001DB0 17-08-2023 00:20:00
*B0 B1 0000001DB0 17-08-2023 01:20:00
*B0 B1 0000001DB0 17-08-2023 02:20:01
*B0 B1 0000001DB0 17-08-2023 03:20:01
*B0 B1 0000001DB0 17-08-2023 04:20:01
*B0 B1 0000001DB0 17-08-2023 05:20:02
*B0 B1 0000001DB0 17-08-2023 06:20:02
*B0 B1 0000001DB0 17-08-2023 07:20:02
*B0 B1 0000001DB0 17-08-2023 08:20:02
*B0 B1 0000001DB0 17-08-2023 09:20:03
*B0 B1 0000001DB0 17-08-2023 10:20:03
*B0 B1 0000001DB0 17-08-2023 11:20:03
*B0 B1 0000001DB0 17-08-2023 12:20:03
*B0 B1 0000001DB0 17-08-2023 13:20:03
*B0 B1 0000001DB0 17-08-2023 14:20:04
*B0 B1 0000001DB0 17-08-2023 15:20:04
*B0 B1 0000001DB0 17-08-2023 16:20:04
*B0 B1 0000001DB0 17-08-2023 17:20:04
*B0 B1 0000001DB0 17-08-2023 18:20:04
*B0 B1 0000001DB0 17-08-2023 19:20:05
*B0 B1 0000001DB0 17-08-2023 20:20:05
*B0 B1 0000001DB0 17-08-2023 21:20:05
*B0 B1 0000001DB0 17-08-2023 22:20:05
*B0 B1 0000001DB0 17-08-2023 23:20:06
*B0 B1 0000001DB0 18-08-2023 00:20:06
*B0 B1 0000001DB0 18-08-2023 01:20:06
*B0 B1 0000001DB0 18-08-2023 02:20:06
*B0 B1 0000001DB0 18-08-2023 03:20:07
*B0 B1 0000001DB0 18-08-2023 04:20:07
*B0 B1 0000001DB0 18-08-2023 05:20:07
*B0 B1 0000001DB0 18-08-2023 06:20:07
*B0 B1 0000001DB0 18-08-2023 07:20:08
*B0 B1 0000001DB0 18-08-2023 08:20:08
*B0 B1 0000001DB0 18-08-2023 09:20:08
*B0 B1 0000001DB0 18-08-2023 10:20:08
*B0 B1 0000001DB0 18-08-2023 11:20:09
*B0 B1 0000001DB0 18-08-2023 12:20:09
*B0 B1 0000001DB0 18-08-2023 13:20:09
*B0 B1 0000001DB0 18-08-2023 15:20:09
*B0 B1 0000001DB0 18-08-2023 16:20:10
*B0 B1 0000001DB0 18-08-2023 17:20:10
*B0 B1 0000001DB0 18-08-2023 18:20:10
*B0 B1 0000001DB0 18-08-2023 19:20:10
*B0 B1 0000001DB0 18-08-2023 20:20:11
*B0 B1 0000001DB0 18-08-2023 21:20:11
*B0 B1 0000001DB0 18-08-2023 22:20:11
*B0 B1 0000001DB0 18-08-2023 23:20:11
*B0 B1 0000001DB0 19-08-2023 00:20:12
*B0 B1 0000001DB0 19-08-2023 01:20:12
*B0 B1 0000001DB0 19-08-2023 02:20:12
*B0 B1 0000001DB0 19-08-2023 03:20:13
*B0 B1 0000001DB0 19-08-2023 04:20:13
*B0 B1 0000001DB0 19-08-2023 05:20:13
*B0 B1 0000001DB0 19-08-2023 06:20:13
*B0 B1 0000001DB0 19-08-2023 07:20:14
*B0 B1 0000001DB0 19-08-2023 08:20:14
*B0 B1 0000001DB0 19-08-2023 09:20:14
*B0 B1 0000001DB0 19-08-2023 10:20:15
*B0 B1 0000001DB0 19-08-2023 11:20:15
*B0 B1 0000001DB0 19-08-2023 12:20:15
*B0 B1 0000001DB0 19-08-2023 13:20:15
*B0 B1 0000001DB0 19-08-2023 14:20:15
*B0 B1 0000001DB0 19-08-2023 15:20:16
*B0 B1 0000001DB0 19-08-2023 16:20:16
*B0 B1 0000001DB0 19-08-2023 17:20:16
*B0 B1 0000001DB0 19-08-2023 18:20:16
*B0 B1 0000001DB0 19-08-2023 19:20:17
*B0 B1 0000001DB0 19-08-2023 20:20:18
*B0 B1 0000001DB0 19-08-2023 21:20:17
*B0 B1 0000001DB0 19-08-2023 22:20:17
*B0 B1 0000001DB0 19-08-2023 23:20:18
*B0 B1 0000001DB0 20-08-2023 00:20:18
*B0 B1 0000001DB0 20-08-2023 02:20:19
*B0 B1 0000001DB0 20-08-2023 03:20:19
*B0 B1 0000001DB0 20-08-2023 04:20:19
*B0 B1 0000001DB0 20-08-2023 05:20:20
*B0 B1 0000001DB0 20-08-2023 06:20:20
*B0 B1 0000001DB0 20-08-2023 07:20:20
*B0 B1 0000001DB0 20-08-2023 08:20:20
*B0 B1 0000001DB0 20-08-2023 09:20:21
*B0 B1 0000001DB0 20-08-2023 10:20:22
*B0 B1 0000001DB0 20-08-2023 11:20:21
*B0 B1 0000001DB0 20-08-2023 12:20:21
*B0 B1 0000001DB0 20-08-2023 13:20:22
*B0 B1 0000001DB0 20-08-2023 14:20:22
*B0 B1 0000001DB0 20-08-2023 15:20:22
*B0 B1 0000001DB0 20-08-2023 16:20:22
*B0 B1 0000001DB0 20-08-2023 17:20:23
*B0 B1 0000001DB0 20-08-2023 18:20:23
*B0 B1 0000001DB0 20-08-2023 19:20:23
*B0 B1 0000001DB0 20-08-2023 20:20:23
*B0 B1 0000001DB0 20-08-2023 21:20:24
*B0 B1 0000001DB0 20-08-2023 22:20:24
*B0 B1 0000001DB0 20-08-2023 23:20:24
*B0 B1 0000001DB0 21-08-2023 00:20:25
*B0 B1 0000001DB0 21-08-2023 01:20:25
*B0 B1 0000001DB0 21-08-2023 02:20:25
*B0 B1 0000001DB0 21-08-2023 03:20:25
*B0 B1 0000001DB0 21-08-2023 04:20:26
*B0 B1 0000001DB0 21-08-2023 06:20:26
*B0 B1 0000001DB0 21-08-2023 07:20:27
*B0 B1 0000001DB0 21-08-2023 08:20:27
*B0 B1 0000001DB0 21-08-2023 09:20:27
*B0 B1 0000001DB0 21-08-2023 10:20:27
*B0 B1 0000001DB0 21-08-2023 11:20:28
*B0 B1 0000001DB0 21-08-2023 12:20:28
*B0 B1 0000001DB0 21-08-2023 13:20:28
*B0 B1 0000001DB0 21-08-2023 14:20:29
B0 B1 3E7.0000001DB0 22-12-2023 13:23:55
*B0 B1 0000001DB0 21-08-2023 15:20:29
*B0 B1 0000001DB0 21-08-2023 16:20:29
*B0 B1 0000001DB0 21-08-2023 18:20:30
*B0 B1 0000001DB0 21-08-2023 19:20:30
*B0 B1 0000001DB0 21-08-2023 20:20:30
*B0 B1 0000001DB0 21-08-2023 21:20:30
*B0 B1 0000001DB0 21-08-2023 22:20:31
*B0 B1 0000001DB0 21-08-2023 23:20:31
*B0 B1 0000001DB0 22-08-2023 00:20:31
*B0 B1 0000001DB0 22-08-2023 01:20:31
*B0 B1 0000001DB0 22-08-2023 02:20:32
*B0 B1 0000001DB0 22-08-2023 03:20:32
*B0 B1 0000001DB0 22-08-2023 04:20:32
*B0 B1 0000001DB0 22-08-2023 05:20:33
*B0 B1 0000001DB0 22-08-2023 06:20:33
*B0 B1 0000001DB0 22-08-2023 07:20:33
*B0 B1 0000001DB0 22-08-2023 08:20:33
*B0 B1 0000001DB0 22-08-2023 09:20:34
*B0 B1 0000001DB0 22-08-2023 10:20:34
*B0 B1 0000001DB0 22-08-2023 11:20:34
*B0 B1 0000001DB0 22-08-2023 12:20:35
*B0 B1 0000001DB0 22-08-2023 13:20:35
*B0 B1 0000001DB0 22-08-2023 14:20:35
*B0 B1 0000001DB0 22-08-2023 16:20:36
*B0 B1 0000001DB0 22-08-2023 17:20:36
*B0 B1 0000001DB0 22-08-2023 18:20:36
*B0 B1 0000001DB0 22-08-2023 19:20:37
*B0 B1 0000001DB0 22-08-2023 20:20:37
*B0 B1 0000001DB0 22-08-2023 21:20:37
*B0 B1 0000001DB0 22-08-2023 22:20:37
*B0 B1 0000001DB0 23-08-2023 00:20:38
*B0 B1 0000001DB0 23-08-2023 01:20:38
*B0 B1 0000001DB0 23-08-2023 02:20:39
*B0 B1 0000001DB0 23-08-2023 03:20:39
*B0 B1 0000001DB0 23-08-2023 04:20:39
*B0 B1 0000001DB0 23-08-2023 05:20:40
*B0 B1 0000001DB0 23-08-2023 06:20:40
*B0 B1 0000001DB0 23-08-2023 07:20:40
*B0 B1 0000001DB0 23-08-2023 08:20:40
*B0 B1 0000001DB0 23-08-2023 09:20:41
*B0 B1 0000001DB0 23-08-2023 10:20:41
*B0 B1 0000001DB0 23-08-2023 11:20:41
*B0 B1 0000001DB0 23-08-2023 12:20:41
*B0 B1 0000001DB0 23-08-2023 13:20:42
*B0 B1 0000001DB0 23-08-2023 14:20:42
*B0 B1 0000001DB0 23-08-2023 15:20:42
*B0 B1 0000001DB0 23-08-2023 16:20:42
*B0 B1 0000001DB0 23-08-2023 17:20:43
*B0 B1 0000001DB0 23-08-2023 18:20:43
*B0 B1 0000001DB0 23-08-2023 19:20:43
*B0 B1 0000001DB0 23-08-2023 20:20:43
*B0 B1 0000001DB0 23-08-2023 22:20:44
*B0 B1 0000001DB0 23-08-2023 23:20:44
*B0 B1 0000001DB0 24-08-2023 00:20:44
*B0 B1 0000001DB0 24-08-2023 01:20:45
*B0 B1 0000001DB0 24-08-2023 03:20:45
*B0 B1 0000001DB0 24-08-2023 04:20:46
*B0 B1 0000001DB0 24-08-2023 05:20:46
*B0 B1 0000001DB0 24-08-2023 06:20:46
*B0 B1 0000001DB0 24-08-2023 07:20:47
*B0 B1 0000001DB0 24-08-2023 08:20:47
*B0 B1 0000001DB0 24-08-2023 09:20:47
*B0 B1 0000001DB0 24-08-2023 10:20:47
*B0 B1 0000001DB0 24-08-2023 11:20:48
*B0 B1 0000001DB0 24-08-2023 12:20:48
*B0 B1 0000001DB0 24-08-2023 13:20:48
*B0 B1 0000001DB0 24-08-2023 14:20:48
*B0 B1 0000001DB0 24-08-2023 15:20:48
*B0 B1 0000001DB0 24-08-2023 16:20:49
*B0 B1 0000001DB0 24-08-2023 17:20:49
*B0 B1 0000001DB0 24-08-2023 18:20:49
*B0 B1 0000001DB0 24-08-2023 19:20:49
*B0 B1 0000001DB0 24-08-2023 20:20:50
*B0 B1 0000001DB0 24-08-2023 21:20:50
*B0 B1 0000001DB0 24-08-2023 22:20:50
*B0 B1 0000001DB0 24-08-2023 23:20:50
*B0 B1 0000001DB0 25-08-2023 00:20:51
*B0 B1 0000001DB0 25-08-2023 01:20:51
*B0 B1 0000001DB0 25-08-2023 02:20:51
*B0 B1 0000001DB0 25-08-2023 03:20:52
*B0 B1 0000001DB0 25-08-2023 04:20:52
*B0 B1 0000001DB0 25-08-2023 05:20:52
*B0 B1 0000001DB0 25-08-2023 07:20:53
*B0 B1 0000001DB0 25-08-2023 08:20:53
*B0 B1 0000001DB0 25-08-2023 09:20:53
*B0 B1 0000001DB0 25-08-2023 10:20:54
*B0 B1 0000001DB0 25-08-2023 11:20:54
*B0 B1 0000001DB0 25-08-2023 12:20:54
*B0 B1 0000001DB0 25-08-2023 13:20:54
*B0 B1 0000001DB0 25-08-2023 14:20:55
*B0 B1 0000001DB0 25-08-2023 15:20:55
*B0 B1 0000001DB0 25-08-2023 16:20:55
*B0 B1 0000001DB0 25-08-2023 17:20:55
*B0 B1 0000001DB0 25-08-2023 18:20:55
*B0 B1 0000001DB0 25-08-2023 19:20:56
*B0 B1 0000001DB0 25-08-2023 20:20:56
*B0 B1 0000001DB0 25-08-2023 21:20:56
*B0 B1 0000001DB0 25-08-2023 22:20:56
*B0 B1 0000001DB0 25-08-2023 23:20:57
*B0 B1 0000001DB0 26-08-2023 00:20:57
*B0 B1 0000001DB0 26-08-2023 01:20:57
*B0 B1 0000001DB0 26-08-2023 02:20:58
*B0 B1 0000001DB0 26-08-2023 03:20:58
*B0 B1 0000001DB0 26-08-2023 04:20:58
*B0 B1 0000001DB0 26-08-2023 05:20:59
*B0 B1 0000001DB0 26-08-2023 06:20:59
*B0 B1 0000001DB0 26-08-2023 07:20:59
*B0 B1 0000001DB0 26-08-2023 08:20:59
*B0 B1 0000001DB0 26-08-2023 10:21:00
*B0 B1 0000001DB0 26-08-2023 11:21:00
*B0 B1 0000001DB0 26-08-2023 12:21:00
*B0 B1 0000001DB0 26-08-2023 13:21:01
*B0 B1 0000001DB0 26-08-2023 14:21:01
*B0 B1 0000001DB0 26-08-2023 15:21:01
*B0 B1 0000001DB0 26-08-2023 16:21:01
*B0 B1 0000001DB0 26-08-2023 17:21:01
*B0 B1 0000001DB0 26-08-2023 18:21:02
*B0 B1 0000001DB0 26-08-2023 19:21:02
*B0 B1 0000001DB0 26-08-2023 20:21:02
*B0 B1 0000001DB0 26-08-2023 21:21:02
*B0 B1 0000001DB0 26-08-2023 22:21:03
*B0 B1 0000001DB0 26-08-2023 23:21:03
*B0 B1 0000001DB0 27-08-2023 00:21:03
*B0 B1 0000001DB0 27-08-2023 01:21:04
*B0 B1 0000001DB0 27-08-2023 02:21:04
*B0 B1 0000001DB0 27-08-2023 03:21:04
*B0 B1 0000001DB0 27-08-2023 04:21:04
*B0 B1 0000001DB0 27-08-2023 05:21:05
*B0 B1 0000001DB0 27-08-2023 06:21:05
*B0 B1 0000001DB0 27-08-2023 07:21:05
*B0 B1 0000001DB0 27-08-2023 08:21:06
*B0 B1 0000001DB0 27-08-2023 09:21:06
*B0 B1 0000001DB0 27-08-2023 10:21:06
*B0 B1 0000001DB0 27-08-2023 11:21:06
*B0 B1 0000001DB0 27-08-2023 12:21:06
*B0 B1 0000001DB0 27-08-2023 14:21:07
*B0 B1 0000001DB0 27-08-2023 15:21:07
*B0 B1 0000001DB0 27-08-2023 17:21:07
*B0 B1 0000001DB0 27-08-2023 18:21:07
*B0 B1 0000001DB0 27-08-2023 19:21:07
*B0 B1 0000001DB0 27-08-2023 20:21:08
*B0 B1 0000001DB0 27-08-2023 21:21:08
*B0 B1 0000001DB0 27-08-2023 22:21:08
*B0 B1 0000001DB0 27-08-2023 23:21:09
*B0 B1 0000001DB0 28-08-2023 00:21:09
*B0 B1 0000001DB0 28-08-2023 01:21:09
*B0 B1 0000001DB0 28-08-2023 02:21:09
*B0 B1 0000001DB0 28-08-2023 03:21:10
*B0 B1 0000001DB0 28-08-2023 05:21:10
*B0 B1 0000001DB0 28-08-2023 06:21:11
*B0 B1 0000001DB0 28-08-2023 07:21:11
*B0 B1 0000001DB0 28-08-2023 08:18:35
*B0 B1 0000001DB0 28-08-2023 09:18:35
*B0 B1 0000001DB0 28-08-2023 10:18:36
*B0 B1 0000001DB0 28-08-2023 11:18:36
*B0 B1 0000001DB0 28-08-2023 13:18:36
*B0 B1 0000001DB0 28-08-2023 14:18:36
*B0 B1 0000001DB0 28-08-2023 15:18:36
*B0 B1 0000001DB0 28-08-2023 17:18:37
*B0 B1 0000001DB0 28-08-2023 18:18:37
*B0 B1 0000001DB0 28-08-2023 19:18:37
*B0 B1 0000001DB0 28-08-2023 20:18:37
*B0 B1 0000001DB0 28-08-2023 21:18:37
*B0 B1 0000001DB0 28-08-2023 22:18:38
*B0 B1 0000001DB0 28-08-2023 23:18:38
*B0 B1 0000001DB0 29-08-2023 00:18:38
*B0 B1 0000001DB0 29-08-2023 01:18:39
*B0 B1 0000001DB0 29-08-2023 02:18:39
*B0 B1 0000001DB0 29-08-2023 03:18:39
*B0 B1 0000001DB0 29-08-2023 04:18:39
*B0 B1 0000001DB0 29-08-2023 05:18:40
*B0 B1 0000001DB0 29-08-2023 06:18:40
*B0 B1 0000001DB0 29-08-2023 07:18:40
*B0 B1 0000001DB0 29-08-2023 08:18:41
*B0 B1 0000001DB0 29-08-2023 09:18:41
*B0 B1 0000001DB0 29-08-2023 10:18:41
*B0 B1 0000001DB0 29-08-2023 11:18:41
*B0 B1 0000001DB0 29-08-2023 12:18:42
*B0 B1 0000001DB0 29-08-2023 13:18:42
*B0 B1 0000001DB0 29-08-2023 14:18:42
*B0 B1 0000001DB0 29-08-2023 15:18:42
*B0 B1 0000001DB0 29-08-2023 16:18:43
*B0 B1 0000001DB0 29-08-2023 17:18:43
*B0 B1 0000001DB0 29-08-2023 18:18:43
*B0 B1 0000001DB0 29-08-2023 19:18:44
*B0 B1 0000001DB0 29-08-2023 20:18:44
*B0 B1 0000001DB0 29-08-2023 21:18:44
*B0 B1 0000001DB0 29-08-2023 22:18:44
*B0 B1 0000001DB0 29-08-2023 23:18:45
*B0 B1 0000001DB0 30-08-2023 00:18:45
*B0 B1 0000001DB0 30-08-2023 01:18:45
*B0 B1 0000001DB0 30-08-2023 02:18:46
*B0 B1 0000001DB0 30-08-2023 03:18:46
*B0 B1 0000001DB0 30-08-2023 04:18:46
*B0 B1 0000001DB0 30-08-2023 05:18:46
*B0 B1 0000001DB0 30-08-2023 06:18:47
*B0 B1 0000001DB0 30-08-2023 07:18:47
*B0 B1 0000001DB0 30-08-2023 08:18:47
*B0 B1 0000001DB0 30-08-2023 09:18:48
*B0 B1 0000001DB0 30-08-2023 10:18:48
*B0 B1 0000001DB0 30-08-2023 11:18:48
*B0 B1 0000001DB0 30-08-2023 13:18:49
*B0 B1 0000001DB0 30-08-2023 14:18:49
*B0 B1 0000001DB0 30-08-2023 15:18:49
*B0 B1 0000001DB0 30-08-2023 16:18:49
*B0 B1 0000001DB0 30-08-2023 17:18:49
*B0 B1 0000001DB0 30-08-2023 18:18:50
*B0 B1 0000001DB0 30-08-2023 19:18:50
*B0 B1 0000001DB0 30-08-2023 20:18:50
*B0 B1 0000001DB0 30-08-2023 21:18:51
*B0 B1 0000001DB0 30-08-2023 23:18:51
*B0 B1 0000001DB0 31-08-2023 00:18:51
*B0 B1 0000001DB0 31-08-2023 01:18:52
*B0 B1 0000001DB0 31-08-2023 02:18:52
*B0 B1 0000001DB0 31-08-2023 03:18:52
*B0 B1 0000001DB0 31-08-2023 04:18:53
*B0 B1 0000001DB0 31-08-2023 05:18:53
*B0 B1 0000001DB0 31-08-2023 06:18:53
*B0 B1 0000001DB0 31-08-2023 07:18:54
*B0 B1 0000001DB0 31-08-2023 08:18:54
*B0 B1 0000001DB0 31-08-2023 09:18:54
*B0 B1 0000001DB0 31-08-2023 10:18:54
*B0 B1 0000001DB0 31-08-2023 11:18:55
*B0 B1 0000001DB0 31-08-2023 12:18:55
*B0 B1 0000001DB0 31-08-2023 13:18:55
*B0 B1 0000001DB0 31-08-2023 14:18:55
*B0 B1 0000001DB0 31-08-2023 15:18:56
*B0 B1 0000001DB0 31-08-2023 16:18:56
*B0 B1 0000001DB0 31-08-2023 17:18:56
*B0 B1 0000001DB0 31-08-2023 18:18:57
*B0 B1 0000001DB0 31-08-2023 19:18:57
*B0 B1 0000001DB0 31-08-2023 20:18:57
*B0 B1 0000001DB0 31-08-2023 21:18:58
*B0 B1 0000001DB0 31-08-2023 22:18:58
*B0 B1 0000001DB0 31-08-2023 23:18:58
*B0 B1 0000001DB0 01-09-2023 00:18:58
*B0 B1 0000001DB0 01-09-2023 01:18:59
*B0 B1 0000001DB0 01-09-2023 02:18:59
*B0 B1 0000001DB0 01-09-2023 03:18:59
*B0 B1 0000001DB0 01-09-2023 04:19:00
*B0 B1 0000001DB0 01-09-2023 05:19:00
*B0 B1 0000001DB0 01-09-2023 06:19:00
*B0 B1 0000001DB0 01-09-2023 07:19:00
*B0 B1 0000001DB0 01-09-2023 08:19:01
*B0 B1 0000001DB0 01-09-2023 09:19:01
*B0 B1 0000001DB0 01-09-2023 10:19:01
*B0 B1 0000001DB0 01-09-2023 11:19:02
*B0 B1 0000001DB0 01-09-2023 12:19:02
*B0 B1 0000001DB0 01-09-2023 13:19:02
*B0 B1 0000001DB0 01-09-2023 14:19:02
*B0 B1 0000001DB0 01-09-2023 15:19:02
*B0 B1 0000001DB0 01-09-2023 16:19:03
*B0 B1 0000001DB0 01-09-2023 17:19:03
*B0 B1 0000001DB0 01-09-2023 18:19:03
*B0 B1 0000001DB0 01-09-2023 19:19:03
*B0 B1 0000001DB0 01-09-2023 20:19:04
*B0 B1 0000001DB0 01-09-2023 21:19:04
*B0 B1 0000001DB0 01-09-2023 22:19:04
*B0 B1 0000001DB0 01-09-2023 23:19:05
*B0 B1 0000001DB0 02-09-2023 00:19:05
*B0 B1 0000001DB0 02-09-2023 01:19:05
*B0 B1 0000001DB0 02-09-2023 02:19:06
*B0 B1 0000001DB0 02-09-2023 03:19:06
*B0 B1 0000001DB0 02-09-2023 04:19:06
*B0 B1 0000001DB0 02-09-2023 05:19:06
*B0 B1 0000001DB0 02-09-2023 06:19:07
*B0 B1 0000001DB0 02-09-2023 07:19:07
*B0 B1 0000001DB0 02-09-2023 09:19:08
*B0 B1 0000001DB0 02-09-2023 10:19:08
*B0 B1 0000001DB0 02-09-2023 11:19:08
*B0 B1 0000001DB0 02-09-2023 12:19:08
*B0 B1 0000001DB0 02-09-2023 13:19:08
*B0 B1 0000001DB0 02-09-2023 14:19:09
*B0 B1 0000001DB0 02-09-2023 15:19:09
*B0 B1 0000001DB0 02-09-2023 16:19:09
*B0 B1 0000001DB0 02-09-2023 17:19:09
*B0 B1 0000001DB0 02-09-2023 18:19:09
*B0 B1 0000001DB0 02-09-2023 19:19:10
*B0 B1 0000001DB0 02-09-2023 20:19:10
*B0 B1 0000001DB0 02-09-2023 21:19:10
*B0 B1 0000001DB0 02-09-2023 22:19:11
*B0 B1 0000001DB0 02-09-2023 23:19:11
*B0 B1 0000001DB0 03-09-2023 00:19:11
*B0 B1 0000001DB0 03-09-2023 01:19:11
*B0 B1 0000001DB0 03-09-2023 02:19:12
*B0 B1 0000001DB0 03-09-2023 03:19:12
*B0 B1 0000001DB0 03-09-2023 04:19:12
*B0 B1 0000001DB0 03-09-2023 05:19:13
*B0 B1 0000001DB0 03-09-2023 06:19:13
*B0 B1 0000001DB0 03-09-2023 07:19:13
*B0 B1 0000001DB0 03-09-2023 08:19:13
*B0 B1 0000001DB0 03-09-2023 09:19:14
*B0 B1 0000001DB0 03-09-2023 10:19:14
*B0 B1 0000001DB0 03-09-2023 11:19:14
*B0 B1 0000001DB0 03-09-2023 12:19:14
*B0 B1 0000001DB0 03-09-2023 13:19:15
*B0 B1 0000001DB0 03-09-2023 14:19:15
*B0 B1 0000001DB0 03-09-2023 15:19:15
*B0 B1 0000001DB0 03-09-2023 17:19:15
*B0 B1 0000001DB0 03-09-2023 18:19:16
*B0 B1 0000001DB0 03-09-2023 19:19:16
*B0 B1 0000001DB0 03-09-2023 20:19:16
*B0 B1 0000001DB0 03-09-2023 21:19:17
*B0 B1 0000001DB0 03-09-2023 22:19:17
*B0 B1 0000001DB0 03-09-2023 23:19:17
*B0 B1 0000001DB0 04-09-2023 00:19:17
*B0 B1 0000001DB0 04-09-2023 01:19:18
*B0 B1 0000001DB0 04-09-2023 02:19:18
*B0 B1 0000001DB0 04-09-2023 03:19:18
*B0 B1 0000001DB0 04-09-2023 04:19:19
*B0 B1 0000001DB0 04-09-2023 05:19:19
*B0 B1 0000001DB0 04-09-2023 06:19:19
*B0 B1 0000001DB0 04-09-2023 07:19:19
*B0 B1 0000001DB0 04-09-2023 08:19:20
*B0 B1 0000001DB0 04-09-2023 09:19:20
*B0 B1 0000001DB0 04-09-2023 10:19:20
*B0 B1 0000001DB0 04-09-2023 11:19:21
*B0 B1 0000001DB0 04-09-2023 12:19:21
*B0 B1 0000001DB0 04-09-2023 13:19:21
*B0 B1 0000001DB0 04-09-2023 14:19:21
*B0 B1 0000001DB0 04-09-2023 15:19:22
*B0 B1 0000001DB0 04-09-2023 16:19:22
*B0 B1 0000001DB0 04-09-2023 17:19:22
*B0 B1 0000001DB0 04-09-2023 18:19:22
*B0 B1 0000001DB0 04-09-2023 19:19:23
*B0 B1 0000001DB0 04-09-2023 20:19:23
*B0 B1 0000001DB0 04-09-2023 22:19:24
*B0 B1 0000001DB0 04-09-2023 23:19:24
*B0 B1 0000001DB0 05-09-2023 00:19:24
*B0 B1 0000001DB0 05-09-2023 01:19:24
*B0 B1 0000001DB0 05-09-2023 02:19:25
*B0 B1 0000001DB0 05-09-2023 04:19:25
*B0 B1 0000001DB0 05-09-2023 05:19:26
*B0 B1 0000001DB0 05-09-2023 06:19:26
*B0 B1 0000001DB0 05-09-2023 07:19:26
*B0 B1 0000001DB0 05-09-2023 08:19:27
*B0 B1 0000001DB0 05-09-2023 09:19:27
*B0 B1 0000001DB0 05-09-2023 10:19:27
*B0 B1 0000001DB0 05-09-2023 11:19:27
*B0 B1 0000001DB0 05-09-2023 12:19:28
*B0 B1 0000001DB0 05-09-2023 13:19:28
*B0 B1 0000001DB0 05-09-2023 14:19:28
*B0 B1 0000001DB0 05-09-2023 15:19:28
*B0 B1 0000001DB0 05-09-2023 16:19:28
*B0 B1 0000001DB0 05-09-2023 17:19:29
*B0 B1 0000001DB0 05-09-2023 18:19:29
*B0 B1 0000001DB0 05-09-2023 20:19:29
*B0 B1 0000001DB0 05-09-2023 21:19:30
*B0 B1 0000001DB0 05-09-2023 22:19:30
*B0 B1 0000001DB0 05-09-2023 23:19:30
*B0 B1 0000001DB0 06-09-2023 00:19:31
*B0 B1 0000001DB0 06-09-2023 01:19:31
*B0 B1 0000001DB0 06-09-2023 02:19:31
*B0 B1 0000001DB0 06-09-2023 03:19:32
*B0 B1 0000001DB0 06-09-2023 04:19:32
*B0 B1 0000001DB0 06-09-2023 05:19:32
*B0 B1 0000001DB0 06-09-2023 06:19:32
*B0 B1 0000001DB0 06-09-2023 07:19:33
*B0 B1 0000001DB0 06-09-2023 08:19:33
*B0 B1 0000001DB0 06-09-2023 09:19:33
*B0 B1 0000001DB0 06-09-2023 10:19:34
*B0 B1 0000001DB0 06-09-2023 11:19:34
*B0 B1 0000001DB0 06-09-2023 12:19:34
*B0 B1 0000001DB0 06-09-2023 13:19:34
*B0 B1 0000001DB0 06-09-2023 14:19:34
*B0 B1 0000001DB0 06-09-2023 15:19:35
*B0 B1 0000001DB0 06-09-2023 16:19:35
*B0 B1 0000001DB0 06-09-2023 17:19:35
*B0 B1 0000001DB0 06-09-2023 18:19:35
*B0 B1 0000001DB0 06-09-2023 19:19:36
*B0 B1 0000001DB0 06-09-2023 20:19:36
*B0 B1 0000001DB0 06-09-2023 21:19:36
*B0 B1 0000001DB0 06-09-2023 22:19:36
*B0 B1 0000001DB0 06-09-2023 23:19:37
*B0 B1 0000001DB0 07-09-2023 00:19:38
*B0 B1 0000001DB0 07-09-2023 01:19:37
*B0 B1 0000001DB0 07-09-2023 02:19:38
*B0 B1 0000001DB0 07-09-2023 03:19:38
